0,0,-2.69121946865,-2.15297557492,0,-2.15297557492,4.472135955,10
1,5,9.33616078815,7.35527862362,7.9235286581,2.35527862362,4.54858907839,5.57096056928
2,10,14.8799323174,14.9696008212,7.75037177864,4.96960082116,4.40226209044,3.17473476157
3,15,16.6869512619,18.6672047383,6.09236334069,3.66720473833,4.09806118195,2.08024633145
4,20,15.0195295169,19.0871740109,4.27038714305,-0.912825989109,3.81568806193,1.49456523472
5,25,22.3839298416,22.8598332779,4.13884292154,-2.14016672209,3.57493969739,1.14065996551
6,30,23.5127626142,25.4140225058,3.7830201991,-4.58597749423,3.37115622977,0.908031780557
7,35,39.5869429457,33.4453510236,4.61247487119,-1.55464897641,3.1972185898,0.745637749332
8,40,40.8830081431,39.1070607198,4.79374904115,-0.892939280219,3.04707482013,0.627090906565
9,45,48.7758996784,45.5589819965,5.0507596243,0.558981996498,2.91604021269,0.537536202919
10,50,47.0425002011,49.490615685,4.89340221792,-0.509384315007,2.80054937351,0.468039401244
11,55,64.221948185,57.2482491934,5.26213115309,2.24824919343,2.69787719151,0.412937388764
12,60,69.0846112459,64.2961541144,5.47426472536,4.2961541144,2.60591800928,0.368483748655
13,65,64.3808332486,68.3980900537,5.32281958102,3.3980900537,2.52302413125,0.332110464189
14,70,64.4469932247,71.4980761557,5.09357840954,1.49807615568,2.44788989996,0.302003548478
15,75,71.5954705987,75.460144878,4.98394856474,0.460144878025,2.37946834666,0.276848024136
16,80,80.070846632,80.3639487652,4.97661851743,0.363948765175,2.31691069681,0.255668773421
17,85,84.7022469477,85.2102110541,4.96531465626,0.210211054089,2.25952191469,0.237727948994
18,90,86.6949449277,89.4975577656,4.90934832086,-0.502442234435,2.20672759318,0.222456969783
19,95,96.5297545753,94.8023651887,4.9405433855,-0.197634811286,2.15804895779,0.209410338351
20,100,97.954710771,99.4235276546,4.91638279271,-0.576472345351,2.11308374559,0.198233613022
21,105,98.5907258856,103.353102797,4.84455184419,-1.64689720256,2.07149139115,0.188640789272
22,110,108.575485853,108.2601179,4.84894098544,-1.73988209986,2.03298140951,0.180398072097
23,115,114.676065721,113.359104536,4.86595403072,-1.64089546393,1.99730418126,0.173312071413
24,120,125.001915944,119.27093172,4.93506119679,-0.729068280364,1.96424356452,0.167221107746
25,125,120.993353508,123.725529693,4.90414378179,-1.27447030712,1.93361091318,0.161988734355
26,130,130.459000076,128.895287321,4.92083374844,-1.10471267946,1.90524019149,0.157498855997
27,135,136.36902396,134.176650256,4.94301134745,-0.823349743973,1.87898395429,0.153652008093
28,140,129.332662203,137.77299035,4.8617177714,-2.22700965042,1.85471002051,0.150362485578
29,145,147.019886403,143.223605739,4.89668393451,-1.77639426125,1.8322987099,0.147556098296
30,150,145.207502953,147.737894202,4.8743035668,-2.2621057981,1.81164054428,0.14516839184
31,155,153.368415741,152.709403172,4.87992260089,-2.29059682766,1.79263433804,0.143143217156
32,160,172.393478148,159.455409304,4.98666220755,-0.544590696187,1.77518561939,0.141431564277
33,165,172.69538026,165.463766236,5.04458908591,0.463766235754,1.75920533651,0.139990598614
34,170,174.13505448,170.949892874,5.06944137182,0.94989287441,1.74460881179,0.138782854897
35,175,174.202063871,175.801447066,5.05724924461,0.801447066067,1.73131491352,0.137775555761
36,180,175.711391255,180.250119149,5.0233525845,0.250119148845,1.71924541891,0.136940030481
37,185,186.991769832,185.474057107,5.03448565184,0.474057107383,1.70832454527,0.136251215418
38,190,188.875955787,190.320153347,5.02405608993,0.32015334722,1.69847862758,0.135687222034
39,195,188.426661781,194.55426159,4.98039812908,-0.445738409587,1.68963592255,0.135228961413
40,200,199.89101567,199.574973614,4.98262390752,-0.425026386266,1.68172651927,0.134859816478
41,205,200.599698295,204.11359074,4.9581200303,-0.886409260449,1.67468233764,0.134565354696
42,210,215.543202364,209.792293932,4.99789012447,-0.20770606817,1.66843719617,0.134333075368
43,215,212.679308695,214.556693717,4.98499766284,-0.443306282725,1.66292693156,0.134152186544
44,220,223.322845957,219.957506608,5.00797455064,-0.0424933923719,1.65808955335,0.134013407401
45,225,222.349309409,224.679243628,4.99214248593,-0.32075637183,1.65386541846,0.133908792591
46,230,230.204546649,229.72946119,4.99535828134,-0.270538809507,1.6501974116,0.133831575601
47,235,235.775269546,234.838802192,5.00167756887,-0.161197807965,1.64703111967,0.133776028653
48,240,238.394575092,239.684103911,4.99299693606,-0.315896089071,1.64431499006,0.133737337069
49,245,255.729073356,245.869018738,5.05924690621,0.869018737955,1.64200046474,0.133711486376
50,250,254.002032786,251.25897078,5.07765162565,1.25897078027,1.64004208429,0.133695160734
