0,100,0,97.3087805314,3.52054109701,98.6543902657,1.7602705485,2.09439510239,5,98.6543902657,1.7602705485,2.09439510239,5
1,99.8750260395,4.99791692707,104.211186828,0.6745579439,99.2552129614,4.3692837623,2.02607972119,4.76828805668,99.2552129614,4.3692837623,2.02607972119,4.76828805668
2,99.5004165278,9.98334166468,104.380348845,8.53986896159,100.317798248,9.17712152548,1.83778393588,4.59868188962,100.317798248,9.17712152548,1.83778393588,4.59868188962
3,98.8771077936,14.9438132474,100.564059056,17.5076471363,100.058087493,15.0278366598,1.78546467981,4.76271868852,100.058087493,15.0278366598,1.78546467981,4.76271868852
4,98.0066577841,19.8669330795,93.026187301,12.3792021125,95.90100292,16.9241986727,2.06765709681,4.48464781261,95.90100292,16.9241986727,2.06765709681,4.48464781261
5,96.8912421711,24.7403959255,94.2751720126,17.4764603036,93.8176190204,19.7613652357,2.13836980039,4.28774617072,93.8176190204,19.7613652357,2.13836980039,4.28774617072
6,95.5336489126,29.5520206661,89.0464115267,25.5513436327,90.6537841337,24.0053830366,2.20967128727,4.45796899158,90.6537841337,24.0053830366,2.20967128727,4.45796899158
7,93.9372712847,34.2897807455,98.5242142305,26.0687359695,91.6358723527,27.3745617374,2.13855798409,4.12792910943,91.6358723527,27.3745617374,2.13855798409,4.12792910943
8,92.1060994003,38.9418342309,92.9891075434,46.5106848856,90.8270541926,35.6694725692,2.05554957821,4.64433266032,90.8270541926,35.6694725692,2.05554957821,4.64433266032
9,90.0447102353,43.4965534111,93.8206099137,47.1418305551,90.3373293187,41.9869799364,2.0220641523,4.78892338695,90.3373293187,41.9869799364,2.0220641523,4.78892338695
10,87.758256189,47.9425538604,84.8007563902,48.9865917382,87.280931395,47.0009684842,2.08597325466,4.93065357086,87.280931395,47.0009684842,2.08597325466,4.93065357086
11,85.252452206,52.2687228931,94.474400391,57.6967953539,87.5635626664,53.0809700492,2.04902698096,4.94837741901,87.5635626664,53.0809700492,2.04902698096,4.94837741901
12,82.533561491,56.4642473395,91.6181727369,59.6073761986,86.9552822123,58.0676965982,2.05634935867,4.91018897462,86.9552822123,58.0676965982,2.05634935867,4.91018897462
13,79.6083798549,60.5186405736,78.9892131035,56.1481416576,83.2150930331,60.8748340022,2.15244132393,4.84954423227,83.2150930331,60.8748340022,2.15244132393,4.84954423227
14,76.4842187284,64.4217687238,70.9312119531,74.0109067499,78.3729970393,66.9168703484,2.21965166865,5.12800278335,78.3729970393,66.9168703484,2.21965166865,5.12800278335
15,73.1688868874,68.1638760023,69.764357486,68.6512862016,74.0393080002,70.4591024016,2.29586882233,5.14715709365,74.0393080002,70.4591024016,2.29586882233,5.14715709365
16,69.6706709347,71.73560909,69.7415175667,74.2704907464,70.4394715169,74.2975635428,2.34885602268,5.15532411889,70.4394715169,74.2975635428,2.34885602268,5.15532411889
17,65.9983145885,75.128040514,65.7005615362,80.2518249079,66.6097569612,78.4128410244,2.39738543092,5.195929731,66.6097569612,78.4128410244,2.39738543092,5.195929731
18,62.1609968271,78.3326909627,58.8559417548,73.6931961607,61.9937793763,80.3576337337,2.47319925292,5.13375612658,61.9937793763,80.3576337337,2.47319925292,5.13375612658
